source1_entity_id	matched_entity_ids
S1-900882482	S2-154175723,S2-159348083,S2-16778036,S2-188119932,S2-191752476,S2-193076,S2-195704210,S2-201757970,S2-216375134,S2-219325009,S2-226524528,S2-250283794,S2-255167491,S2-255485444,S2-260811597,S2-261769519,S2-265438276,S2-271333862,S2-272358751,S2-27480883,S2-28695712,S2-287626170,S2-295278555,S2-297398933,S2-305946091,S2-321897069,S2-324115840,S2-331008130,S2-333013973,S2-338205955,S2-347342813,S2-363906721,S2-364909378,S2-368741836,S2-370662823,S2-379064016,S2-387029214,S2-392495417,S2-395588925,S2-399678186,S2-419745739,S2-424489449,S2-431561253,S2-442916219,S2-445705134,S2-449243742,S2-456084741,S2-462312384,S2-476401468,S2-482075343,S2-485319249,S2-491847149,S2-509866983,S2-512585835,S2-529062241,S2-543294784,S2-561195066,S2-57920902,S2-581058290,S2-582078449,S2-614861842,S2-631800824,S2-654976604,S2-65583331,S2-677620046,S2-678484720,S2-67881307,S2-686498969,S2-699029954,S2-70319078,S2-708553977,S2-717172327,S2-723629690,S2-732991000,S2-735036549,S2-744883663,S2-784477823,S2-784807334,S2-790523087,S2-800181681,S2-804860259,S2-815123634,S2-819069838,S2-822630032,S2-826679657,S2-833329481,S2-843421122,S2-846964406,S2-85561020,S2-869150691,S2-871532016,S2-871658332,S2-880741211,S2-898736969,S2-900339626,S2-919516843,S2-919624358,S2-935713052,S2-936113490,S2-938375091,S2-940072540,S2-943879859,S2-945844506,S2-950192592,S2-961418056,S2-97845472,S2-981759805,S2-989635368,S2-991713746,S2-996045857,S3-102740733,S3-111174408,S3-114760406,S3-122484202,S3-145102607,S3-160443112,S3-171039588,S3-172633071,S3-205091159,S3-207885843,S3-21001657,S3-221426663,S3-221626181,S3-227076597,S3-228586513,S3-239849696,S3-251909586,S3-253189136,S3-257823855,S3-276099371,S3-279307544,S3-28688370,S3-305829290,S3-306451445,S3-308127795,S3-310050779,S3-315816050,S3-320749310,S3-32677564,S3-329170444,S3-360550399,S3-378455693,S3-402286144,S3-408971386,S3-428851547,S3-441474714,S3-45347393,S3-457732673,S3-469751252,S3-472578592,S3-483902097,S3-504575271,S3-507870896,S3-528649530,S3-529197772,S3-556058804,S3-55771961,S3-564331455,S3-570239111,S3-575631088,S3-594573814,S3-594934182,S3-599135817,S3-603873549,S3-604221051,S3-605647370,S3-608795993,S3-610660225,S3-612759497,S3-613748455,S3-616824245,S3-627917900,S3-65320039,S3-664312612,S3-668113172,S3-674177072,S3-689496603,S3-692488097,S3-709603112,S3-710848116,S3-719436463,S3-738610608,S3-748358215,S3-752700808,S3-758502523,S3-759610627,S3-766539079,S3-777192564,S3-777309708,S3-777464337,S3-779250383,S3-779828413,S3-780566100,S3-785896503,S3-786770372,S3-793525403,S3-800612237,S3-819763082,S3-832430644,S3-835849387,S3-847243141,S3-849771891,S3-877946225,S3-901907466,S3-910585877,S3-92148050,S3-936257592,S3-937644985,S3-938219753,S3-955665221,S3-957000472,S3-974323105,S3-978467206,S3-979574207,S3-985460711
S1-552065633	
S1-881848076	S2-987696828,S3-100157697
S1-89160825	
S1-874041790	
S1-13387750	
S1-372253974	S3-593209026
S1-244454509	S2-112339608,S2-112479376,S2-144614089,S2-223966630,S2-292796308,S2-360454809,S2-371432695,S2-380550231,S2-487904437,S2-564583021,S2-582937938,S2-679539367,S2-893159786,S2-926146732,S2-958131959,S2-992011806,S3-234874824,S3-278423987,S3-308695734,S3-379058760,S3-389642902,S3-467280224,S3-500995934,S3-531371056,S3-643420356,S3-672435891,S3-733802529,S3-753582180,S3-806602749,S3-917988406,S3-992560064
S1-550190717	S2-774324945
S1-813850270	
S1-958740646	S2-127737957,S2-173094035,S2-201583321,S2-223569130,S2-291497755,S2-450554569,S2-487819937,S2-554436401,S2-644594742,S2-847642452,S2-878291529,S2-90069219,S2-919587480,S2-959311663,S2-963126588,S2-967303602,S2-99260087,S3-120812683,S3-121637582,S3-142359783,S3-19745507,S3-219685571,S3-232398935,S3-264797017,S3-273997468,S3-311178127,S3-380649465,S3-393092224,S3-435058411,S3-54495915,S3-588611340,S3-61306998,S3-681049385,S3-695983042,S3-754660126,S3-777951963,S3-861051189,S3-922239244
S1-20031068	
S1-154848511	S2-265176807,S3-129500256,S3-534678653
S1-801027691	S3-732320308,S3-788006011
S1-884821612	S2-398940807,S2-632253818,S3-29500132,S3-327441900,S3-650502727,S3-92518911
S1-304099102	
S1-25750233	
S1-886116894	
S1-477162050	S2-410252356,S3-140003968
S1-340817900	
S1-563586539	S3-187679854
S1-163747087	S2-596190773,S3-161600616,S3-218019958,S3-349005240,S3-374640042,S3-76080572,S3-853442891,S3-857903156
S1-117094654	S3-113774055,S3-782440693,S3-794412943
S1-137026686	
S1-464518977	
S1-299511557	S2-155011897,S3-71711328
S1-890634836	S3-654714411
S1-262506206	S2-920168888
S1-47431587	S3-524549693
S1-284582618	S2-29254937,S3-526283601
S1-729032305	
S1-402164728	
S1-57274805	
S1-622241555	S2-209788881,S2-248299808,S2-361666023,S2-461970929,S2-493547197,S2-500331889,S2-509549097,S2-528585043,S2-551201678,S2-56595432,S2-659950005,S2-743431047,S2-758626808,S2-769250512,S2-818534147,S2-849117792,S2-955331260,S2-966605111,S3-102009245,S3-115293306,S3-181433510,S3-213898158,S3-228181909,S3-27236269,S3-341261029,S3-366747378,S3-393672867,S3-451783683,S3-516103089,S3-547230820,S3-594705393,S3-629924154,S3-715291936,S3-780058312,S3-927166942
S1-640830255	S2-701668947
S1-96384267	S2-962241752,S3-316111844,S3-351334648,S3-500698445,S3-583456015,S3-676757792
S1-600079333	
S1-11408993	S2-396294711,S3-975908370
S1-213642432	S2-545790357,S3-937974745
S1-999894380	S2-586217816,S2-711153645,S2-813061757,S2-924005368,S3-637235114,S3-670688286,S3-926722749
S1-12041665	S2-553347553
S1-115198057	S2-917940225,S3-480603733,S3-824972377,S3-827762914
S1-518860674	S3-638350746
S1-217514760	S3-710486424
S1-657091961	S2-367140322,S2-860530977,S3-274440034,S3-39457122,S3-651253016,S3-669993444,S3-706767112,S3-734473086
S1-502288504	S3-132999405
S1-766893478	
S1-285639517	
S1-161638253	S3-679575017
S1-902552291	
S1-773968745	S3-487778824
S1-716831720	S2-397660268,S2-470174359,S2-598941062,S2-62563648,S3-226547936,S3-602069012,S3-944380276
S1-800528107	
S1-981346708	S2-972996390,S3-135410216
S1-653120802	S3-504810869
S1-303487417	S3-572863877,S3-585818164,S3-926795281
S1-515548222	S3-331867093
S1-325049602	
S1-881015038	S2-293349952,S3-118127980,S3-410589425,S3-547178486,S3-89852861
S1-333207746	S2-418768698,S2-641585393,S2-870857848,S3-563896888
S1-994904668	S2-162714924,S3-323399002,S3-509064,S3-730369230,S3-745886455
S1-300116004	S2-421758681,S2-57823409
S1-9379136	S2-270370271,S3-256619395,S3-495140136,S3-69589433,S3-895824472,S3-969534231
S1-643953045	
S1-2092817	
S1-595315008	S2-128320111,S2-726690142
S1-336067611	S2-503833769
S1-590576171	S3-204628943,S3-829653731
S1-590815515	
S1-613642244	S2-3157980
S1-702336597	
S1-391842573	S3-972559056
S1-622939145	
S1-56835737	
S1-66358218	S3-286935012
S1-449072502	
S1-419148679	
S1-408130216	S3-696273836,S3-777684732
S1-960126068	S2-113235068,S2-29730741,S2-317321494,S2-332013758,S2-407203409,S2-42356025,S2-425270942,S2-459284358,S2-48848135,S2-520576675,S2-541868058,S2-542204976,S2-563470585,S2-601342072,S2-722116765,S2-86024899,S2-996072080,S3-306402650,S3-34531642,S3-347318983,S3-38165386,S3-38334000,S3-444762363,S3-446413359,S3-580465573,S3-624809727,S3-656747618,S3-707401687,S3-745426491,S3-753787755,S3-785480945,S3-795807086,S3-992339090
S1-492536604	
S1-534520678	
S1-439990641	S3-208740429,S3-957780217
S1-300521665	S2-549965836
S1-31462693	S2-509313225,S2-987445834
S1-560848017	
S1-356820551	
S1-346159233	
S1-816183362	
S1-650567133	S3-897065067
S1-520813789	
S1-734659223	
S1-635466493	S2-10848188,S2-86893878,S3-634777440,S3-787453816
S1-745775319	
S1-93708993	
S1-523999331	
S1-778830470	S2-284919985
S1-207827400	S3-211885033,S3-291640830,S3-561511687
S1-360352734	S3-103443707
S1-295624434	S2-611267833,S2-653485664
S1-521731996	
S1-622874768	S2-111024293,S2-171899658,S2-219590367,S2-241582754,S2-472793136,S2-847311167,S3-183937850,S3-287787440,S3-316089526,S3-34745547,S3-348150703,S3-629579983,S3-656482801,S3-853445828,S3-930667296
S1-790391714	S2-331783024,S2-592740937,S2-94060613,S3-229389919
S1-617582034	
S1-612605958	S3-853139978
S1-305783479	S2-328732267,S2-926829934,S3-30327252,S3-564493388
S1-703201622	S2-720549505
S1-170295653	
S1-642101524	
S1-718013009	S2-709181664
S1-379512171	
S1-317854633	S2-117220660,S2-156303153,S2-247493993,S2-25771859,S2-293000800,S2-349038114,S2-356176241,S2-624103224,S2-648268308,S2-686071038,S2-711827197,S2-821930659,S2-948236387,S2-992598569,S3-123239906,S3-183209913,S3-211289680,S3-261134337,S3-279897392,S3-324905090,S3-365313837,S3-399135729,S3-408123769,S3-433914435,S3-560528100,S3-582860699,S3-656186206,S3-6704729,S3-789240370,S3-900365124,S3-911659945,S3-937240453
S1-6381641	
S1-705987662	S2-115453081,S2-59179800,S3-741718639,S3-931036609
S1-737171527	S2-78262792
S1-968656774	S2-211821416
S1-892577020	S2-100812355,S2-119191602,S2-175556879,S2-196549643,S2-274617531,S2-363075504,S2-417658447,S2-432337631,S2-489254242,S2-600854558,S2-62735899,S2-651594427,S2-705605165,S2-852715202,S2-877622245,S2-923170800,S3-240778712,S3-247675808,S3-283706453,S3-28700901,S3-312563342,S3-33618897,S3-434944695,S3-437486467,S3-438008166,S3-452800467,S3-483628169,S3-499126835,S3-591264828,S3-633310771,S3-640073034,S3-886597855,S3-950411203,S3-991402149
S1-830790643	S2-246964730,S2-742799425,S2-896194146,S3-38128863,S3-492214502,S3-512310645,S3-822442830
S1-86014575	
S1-107682341	S2-138158453,S2-591063012,S3-182058291
S1-464309352	S2-442647074
S1-879837384	S3-322602013
S1-905507550	S2-106004800,S2-136195453,S2-16226755,S2-190581927,S2-19353656,S2-211498896,S2-216954910,S2-21828605,S2-226135247,S2-25753792,S2-272895024,S2-28216762,S2-292311481,S2-293457177,S2-302019682,S2-314979288,S2-332428447,S2-332957565,S2-33371866,S2-354246672,S2-385068186,S2-390975023,S2-399628167,S2-401065708,S2-431446551,S2-432233467,S2-439236769,S2-448177705,S2-455870087,S2-466053847,S2-47948654,S2-483666967,S2-49286890,S2-494263216,S2-510773472,S2-543440046,S2-556443513,S2-560744827,S2-567794218,S2-58734759,S2-593075856,S2-595948906,S2-596827262,S2-61006635,S2-626051655,S2-64040847,S2-670236162,S2-675064559,S2-683326296,S2-68444710,S2-71239028,S2-713492081,S2-734759069,S2-762682782,S2-784262040,S2-800181808,S2-805783208,S2-827035049,S2-844613329,S2-85198901,S2-85916436,S2-864239307,S2-865363833,S2-870848988,S2-87412969,S2-87706753,S2-884872277,S2-888552974,S2-892418296,S2-912675425,S2-915276447,S2-916289232,S2-927247463,S2-933032526,S2-937870262,S2-947680951,S2-948950487,S2-950958716,S2-955664407,S2-964062636,S2-96976178,S2-983793723,S2-986747050,S2-99506484,S3-103536271,S3-121349046,S3-124684962,S3-127778499,S3-128699567,S3-134262389,S3-137078941,S3-138172827,S3-148421853,S3-150115012,S3-153356027,S3-207456486,S3-223876489,S3-225840604,S3-228481877,S3-242361285,S3-259794935,S3-261763993,S3-264003693,S3-269834031,S3-28663636,S3-287713386,S3-290194611,S3-316955100,S3-330301785,S3-338100608,S3-347557908,S3-353273992,S3-358255873,S3-362287950,S3-366910718,S3-376547433,S3-382612669,S3-426517553,S3-432913591,S3-437881346,S3-447849995,S3-452473532,S3-467330397,S3-476035639,S3-483330818,S3-489936871,S3-517196721,S3-532409473,S3-539612529,S3-555082569,S3-570561302,S3-572502618,S3-581964315,S3-588182258,S3-59040519,S3-59866730,S3-601948630,S3-603116222,S3-609268094,S3-612129023,S3-631024537,S3-644677853,S3-64561027,S3-649836570,S3-651830698,S3-657495291,S3-665930958,S3-668025112,S3-676115544,S3-677856964,S3-684640938,S3-706675223,S3-744742844,S3-748141194,S3-760130173,S3-777972007,S3-780641168,S3-801096070,S3-83298208,S3-842186396,S3-853055984,S3-857690233,S3-864620600,S3-873058467,S3-878957728,S3-880647557,S3-891491597,S3-894603392,S3-895911355,S3-899385527,S3-902732343,S3-915377126,S3-918188426,S3-949120425,S3-950641137,S3-953143868,S3-960527557,S3-96329136
S1-981091224	S2-292203358,S2-490780443,S3-937113866
S1-298890713	
S1-627864371	S2-128153831,S2-223145456,S2-230015916,S2-233347892,S2-25161203,S2-253199469,S2-286209908,S2-378563361,S2-44900994,S2-467040429,S2-519967157,S2-565525397,S2-590774513,S2-598422173,S2-622751002,S2-645773523,S2-651898474,S2-699560778,S2-707780149,S2-737673572,S2-744637880,S2-797080208,S2-799876483,S2-878629213,S2-893421764,S2-9105986,S2-932261867,S3-35285774,S3-366232873,S3-373031484,S3-450536246,S3-460035810,S3-474272004,S3-474472556,S3-485291320,S3-514880958,S3-5272085,S3-532067318,S3-578597584,S3-723380091,S3-794359672,S3-827876881,S3-915426471,S3-950879421,S3-959734237
S1-767939959	
S1-754570857	S3-507418895,S3-757217905,S3-920003317
S1-382234885	S3-292546051,S3-405122101,S3-583880420,S3-922982488
S1-351358518	
S1-627406325	
S1-166125958	
S1-570361411	S2-61114662,S3-174140966,S3-196786644,S3-207477323,S3-253650357,S3-740635901,S3-873819878
S1-418514604	S2-124138773,S2-14832974,S2-260707772,S2-30259051,S2-387472798,S2-417299399,S2-520674733,S2-521185134,S2-528858100,S2-553476254,S2-576662708,S2-585449901,S2-592456762,S2-684219753,S2-689824623,S2-706470029,S2-725182965,S2-756813744,S2-772965874,S2-81992527,S2-827620009,S2-849976743,S2-867192634,S2-895192007,S2-97219179,S2-986089229,S3-140210451,S3-142153951,S3-15409629,S3-159167215,S3-159384671,S3-253933997,S3-267679465,S3-273130398,S3-326603261,S3-414589815,S3-559819125,S3-594741275,S3-656710551,S3-682326604,S3-687848624,S3-828069664,S3-868336488,S3-881282911,S3-903239674,S3-908742823,S3-931076325,S3-991478994
S1-298875156	S3-33127166
S1-852845726	S2-38900799,S3-801456498,S3-836807008
S1-722170008	S2-657643828,S2-792248139,S3-567384985
S1-411964161	
S1-211678907	S2-307692005,S2-462657862,S2-750352102,S3-120099593,S3-2674148,S3-425422226,S3-55969715,S3-663624087,S3-678759085
S1-866481061	S2-113694394,S2-869242125,S2-878257528,S2-959260221,S3-12222079,S3-17639560,S3-302025782,S3-700616489,S3-7626787,S3-778798007
S1-235360444	
S1-746713383	S3-215284029,S3-350965352
S1-183373288	S3-646619280
S1-585293112	
S1-493124566	S3-459500033
S1-618570184	S2-418018462,S3-144358551
S1-257281473	S2-26545126
S1-130264484	S2-463160065,S2-543617520,S2-997434868,S3-593668993
S1-68626877	
S1-772324975	S2-487336510
S1-745303317	
S1-234787807	
S1-932827505	S2-541059415,S2-607991569,S3-738610618
S1-238115724	
S1-952266463	
S1-244476321	
S1-761407497	
S1-844412430	S2-764023965,S3-235821,S3-931294175
S1-878933360	
S1-432558180	S2-204387010,S2-597447024,S2-890221620,S2-979589408,S3-440750834,S3-49670678,S3-650295920,S3-817336188,S3-962557514
S1-746735853	S3-898393138
S1-181306265	S3-226387342
S1-682825529	S2-125650208,S2-900825531
S1-114864723	
S1-745450749	
S1-422772138	S3-412410643,S3-735772026,S3-736886690
S1-49535321	
S1-771609668	
S1-942104958	S2-66616192
S1-599145787	S3-641669224
S1-426033453	
S1-840218727	S2-470282698,S2-693887256,S2-862843866,S3-131364893,S3-288450787,S3-391410502,S3-600420178,S3-616461639,S3-64543855,S3-918100088
S1-775313117	S2-667053303
S1-871302092	S2-133559869,S2-141861923,S2-253486495,S2-295403376,S2-339298926,S2-373323438,S2-381143227,S2-398900504,S2-411045623,S2-411275042,S2-489907262,S2-580668475,S2-587375933,S2-598728252,S2-607092022,S2-64400915,S2-651200182,S2-652343667,S2-674786887,S2-678858289,S2-721317200,S2-72477428,S2-750429598,S2-763117846,S2-799848790,S2-820429813,S2-822189565,S2-8315069,S2-836854747,S2-863082198,S2-885915556,S2-889555205,S2-895469900,S2-938680927,S2-98376405,S2-994717546,S3-110201913,S3-119181556,S3-125305492,S3-148011155,S3-181187493,S3-195518853,S3-232742439,S3-235231014,S3-24682763,S3-280007658,S3-297353,S3-306895382,S3-320460180,S3-323603162,S3-344546642,S3-405868140,S3-406350826,S3-41023134,S3-437563012,S3-446668789,S3-49844564,S3-500076949,S3-524890093,S3-533502223,S3-538659295,S3-545608821,S3-575119887,S3-595387543,S3-608323898,S3-629187030,S3-639233717,S3-643252514,S3-647623541,S3-685509082,S3-693365295,S3-701563276,S3-70339517,S3-723572825,S3-751279421,S3-754781703,S3-757705557,S3-858310519,S3-892561346,S3-897260220,S3-916401066,S3-932883520,S3-93766456,S3-949203196
S1-237670057	S2-327608976,S3-300375419,S3-323882426,S3-530591300,S3-614789472,S3-739826958,S3-768420660,S3-886609070,S3-988925903
S1-918001356	S2-776547494
S1-893733254	S2-12874656,S2-342166718,S3-512411656,S3-72933201
S1-63655361	
S1-994258416	S3-470324241
S1-28410420	S3-313183806
S1-326888389	S2-683798161,S2-878474951,S3-51398435,S3-705326434,S3-750606216,S3-937712770
S1-308671803	S2-414560293,S2-890397609
S1-6504827	S2-878136910
S1-998375147	
S1-218948566	
S1-705139382	S3-970477923
S1-253185653	S2-794897106,S2-906056675,S2-977692583,S3-18779794,S3-60411403,S3-738796645,S3-831217600,S3-869868324,S3-991092905
S1-196127879	
S1-800294363	S2-564197552,S2-60903904,S3-398234083,S3-54486946,S3-643660809,S3-80510277
S1-673498458	
S1-774320076	S3-588650357,S3-940633428
S1-943879014	
S1-235258587	S2-666745703
S1-182662840	
S1-620179786	
S1-177088763	
S1-698564395	
S1-694921791	S3-95313302
S1-864797403	
S1-621246789	S2-506409622,S2-575654686,S2-603980050
S1-967577604	S2-176269334,S2-260946851,S2-289650311,S2-297085237,S2-336807311,S2-42291028,S2-471458501,S2-532947317,S2-559947089,S2-763001640,S2-888032656,S3-231777116,S3-23367865,S3-299188421,S3-328492189,S3-397517291,S3-546125187,S3-567520588,S3-595803024,S3-61176579,S3-627351953,S3-709856599,S3-757086152,S3-839787344,S3-842287983,S3-888153002,S3-972226554,S3-990756629
S1-262975311	S2-395087679,S2-850956634,S3-239750455,S3-31513779,S3-38093278,S3-439461372,S3-509559050,S3-549248372,S3-60871971,S3-670891524
S1-47869953	S2-580021884
S1-420073336	
S1-530687623	S2-10510498,S2-106379360,S2-112461652,S2-114206799,S2-114436128,S2-122356995,S2-125377009,S2-127295369,S2-136745894,S2-181784021,S2-184191144,S2-188568075,S2-192333128,S2-209054004,S2-211590306,S2-212249335,S2-214264102,S2-221557350,S2-232627602,S2-246025728,S2-246086052,S2-255704949,S2-256318586,S2-26268004,S2-268727142,S2-276593870,S2-284095600,S2-29379384,S2-293958365,S2-297311963,S2-307225098,S2-316056576,S2-319535456,S2-323041955,S2-323383198,S2-326928127,S2-329292273,S2-330356945,S2-332538640,S2-338724088,S2-34963577,S2-353475022,S2-360845730,S2-36232098,S2-368289089,S2-368416533,S2-390637502,S2-390653447,S2-401423165,S2-406620086,S2-423795973,S2-427404207,S2-430927470,S2-435267710,S2-439497447,S2-439684191,S2-449132256,S2-455310946,S2-459076726,S2-459469695,S2-481380686,S2-497853245,S2-502173713,S2-507376062,S2-520795476,S2-528349660,S2-53992861,S2-545506254,S2-546498818,S2-54706817,S2-5534888,S2-587654759,S2-609924671,S2-611151243,S2-614727790,S2-623851536,S2-660703319,S2-661870989,S2-663657545,S2-666445810,S2-669067177,S2-676246905,S2-688047502,S2-688803784,S2-694120172,S2-700885045,S2-707410414,S2-715674907,S2-724262157,S2-736621213,S2-737779615,S2-748522583,S2-759925576,S2-77825898,S2-78352166,S2-78678425,S2-797188219,S2-803163797,S2-805478590,S2-806692318,S2-806896254,S2-830340595,S2-86018688,S2-868561422,S2-876900179,S2-880968444,S2-909232866,S2-923991774,S2-942054747,S2-966305201,S2-967864166,S2-977461971,S2-980652861,S2-989930333,S2-990111256,S2-998719021,S3-100079284,S3-103540521,S3-1055912,S3-112292,S3-116041897,S3-120692123,S3-149359192,S3-150193545,S3-151919851,S3-152301435,S3-157761330,S3-162477236,S3-1659480,S3-174409280,S3-1782040,S3-184015556,S3-190172350,S3-200796703,S3-206678369,S3-209704121,S3-210586976,S3-212182420,S3-219316779,S3-223373174,S3-230963754,S3-240093601,S3-240676603,S3-248812418,S3-248824311,S3-259639748,S3-279279650,S3-288311495,S3-294188678,S3-308948726,S3-318041155,S3-318785247,S3-319888454,S3-328388971,S3-34756833,S3-354110956,S3-357281655,S3-359286404,S3-36043347,S3-361992411,S3-369253859,S3-372917096,S3-389230034,S3-391094973,S3-392880301,S3-39388749,S3-404578423,S3-407705714,S3-415443537,S3-417220305,S3-440990110,S3-442239690,S3-45733747,S3-458834117,S3-459975085,S3-462661911,S3-462982079,S3-47561940,S3-485440476,S3-485967968,S3-492328663,S3-492394474,S3-497219510,S3-509230189,S3-509971623,S3-514243257,S3-521616431,S3-541787161,S3-550121,S3-559921526,S3-566817918,S3-571510393,S3-573364833,S3-588038702,S3-599130263,S3-599409715,S3-600395121,S3-625718880,S3-630841919,S3-638759410,S3-640113789,S3-651550692,S3-657036822,S3-668169502,S3-669755955,S3-671894530,S3-673454503,S3-680779472,S3-691581590,S3-692077520,S3-699599701,S3-703355997,S3-707553178,S3-71156692,S3-71260092,S3-717137576,S3-721378093,S3-736954429,S3-745660420,S3-763579761,S3-765619644,S3-781820611,S3-790613988,S3-793937739,S3-799076620,S3-803278372,S3-807485330,S3-809617275,S3-847522304,S3-847620232,S3-868557276,S3-868875838,S3-871067119,S3-888916316,S3-894124518,S3-902053829,S3-909109038,S3-925579516,S3-928404895,S3-975492979,S3-990723760
S1-705632806	S3-850513724
S1-361627720	S3-107643132
S1-52131287	
S1-301283839	S2-531099973,S2-562848835,S3-204118145,S3-693136758
